DTXSID,scaffold_split,random_split
DTXSID2047725,train,test
DTXSID7047726,train,train
DTXSID0047741,test,train
DTXSID5047744,train,test
DTXSID0047745,train,train
DTXSID7047772,val,train
DTXSID2047773,train,train
DTXSID7047774,val,train
DTXSID2047775,val,test
DTXSID7047776,train,train
DTXSID2047777,val,val
DTXSID7047778,val,train
DTXSID2047779,val,train
DTXSID1047780,train,train
DTXSID6047781,train,test
DTXSID1047782,test,train
DTXSID6047783,train,train
DTXSID1047784,test,train
DTXSID6047785,test,train
DTXSID1047786,val,val
DTXSID6047787,test,train
DTXSID6047789,train,train
DTXSID5047790,train,train
DTXSID0047797,train,test
DTXSID0047799,train,train
DTXSID7047801,train,val
DTXSID2047802,train,train
DTXSID7047803,train,test
DTXSID7047807,train,train
DTXSID1047811,train,test
DTXSID1047813,train,test
DTXSID1047815,train,train
DTXSID1047817,test,train
DTXSID6047818,train,train
DTXSID1047819,test,test
DTXSID0047820,test,test
DTXSID0047822,val,test
DTXSID5047825,test,test
DTXSID0047828,train,train
DTXSID9047833,test,train
DTXSID9047835,train,train
DTXSID9047837,test,train
DTXSID4047838,train,test
DTXSID9047839,val,test
DTXSID8047840,train,train
DTXSID8047842,test,train
DTXSID3047843,train,train
DTXSID8047844,train,train
DTXSID3047845,train,train
DTXSID8047846,test,test
DTXSID3047847,train,train
DTXSID8047848,train,train
DTXSID3047849,train,train
DTXSID2047850,test,val
DTXSID7047851,train,val
DTXSID2047852,train,train
DTXSID2047856,test,test
DTXSID7047857,test,val
DTXSID2047858,train,train
DTXSID1047869,test,test
DTXSID0047870,train,val
DTXSID5047871,train,train
DTXSID0047872,train,train
DTXSID5047873,train,train
DTXSID0047874,train,test
DTXSID5047875,train,test
DTXSID0047876,val,train
DTXSID5047877,train,train
DTXSID0047878,val,test
DTXSID5047879,train,train
DTXSID4047880,train,train
DTXSID9047881,train,train
DTXSID4047882,train,train
DTXSID9047883,train,train
DTXSID9047885,train,train
DTXSID4047886,train,test
DTXSID9047887,train,train
DTXSID4047888,train,train
DTXSID9047889,train,train
DTXSID8047890,train,train
DTXSID3047891,train,train
DTXSID8047892,train,train
DTXSID3047893,val,train
DTXSID8047894,train,train
DTXSID3047895,train,train
DTXSID8047896,val,val
DTXSID8047898,test,val
DTXSID3047899,train,train
DTXSID5047900,train,test
DTXSID5047906,train,train
DTXSID9047910,train,train
DTXSID4047913,train,train
DTXSID4047917,train,val
DTXSID3047922,train,train
DTXSID8047923,train,train
DTXSID8047927,train,train
DTXSID3047928,train,train
DTXSID8047929,val,train
DTXSID7047934,train,train
DTXSID1047944,train,val
DTXSID5047956,train,train
DTXSID0047957,train,train
DTXSID0047959,train,train
DTXSID9047960,train,val
DTXSID4047961,train,test
DTXSID9047962,train,train
DTXSID4047963,val,train
DTXSID3047970,train,test
DTXSID3047972,test,train
DTXSID8047973,train,train
DTXSID3047974,train,train
DTXSID2048161,test,test
DTXSID7048166,val,val
DTXSID2048167,train,train
DTXSID7048168,val,train
DTXSID1048170,val,test
DTXSID6048171,val,train
DTXSID1048172,test,test
DTXSID1048174,test,test
DTXSID6048175,train,train
DTXSID1048176,val,train
DTXSID1048178,test,train
DTXSID5048180,train,train
DTXSID0048181,train,test
DTXSID5048182,val,train
DTXSID0048183,test,val
DTXSID5048184,test,test
DTXSID5048186,train,train
DTXSID0048187,train,train
DTXSID5048188,train,test
DTXSID0048189,train,train
DTXSID9048190,val,val
DTXSID4048191,train,val
DTXSID9048192,train,test
DTXSID4048193,train,train
DTXSID9048194,train,test
DTXSID4048195,train,train
DTXSID9048196,train,train
DTXSID9048198,train,train
DTXSID4048199,train,val
DTXSID6048200,train,train
DTXSID1048201,test,val
DTXSID6048202,train,train
DTXSID1048203,train,val
DTXSID6048204,train,train
DTXSID6048206,train,train
DTXSID1048207,train,train
DTXSID6048208,train,test
DTXSID1048209,train,test
DTXSID0048210,train,train
DTXSID5048211,train,val
DTXSID4048270,train,train
DTXSID9048271,train,val
DTXSID3048310,val,train
DTXSID2048379,train,val
DTXSID6048383,train,train
DTXSID5048421,test,train
DTXSID0048505,test,test
DTXSID5048506,test,train
DTXSID0048507,test,val
DTXSID0048509,val,val
DTXSID9048510,val,train
DTXSID4048511,val,train
DTXSID9048512,test,train
DTXSID4048513,val,train
DTXSID9048514,val,test
DTXSID9048516,val,train
DTXSID9048518,val,train
DTXSID4048519,test,train
DTXSID3048520,val,train
DTXSID8048521,val,train
DTXSID3048574,train,train
DTXSID8048575,train,train
DTXSID3048576,test,test
DTXSID8048577,val,train
DTXSID3048578,test,test
DTXSID8048579,test,train
DTXSID7048580,val,train
DTXSID2048581,train,train
DTXSID7048582,val,train
DTXSID2048583,test,test
DTXSID2048585,test,train
DTXSID7048586,test,test
DTXSID2048587,train,val
DTXSID7048588,test,train
DTXSID1048590,train,train
DTXSID6048591,val,train
DTXSID1048592,val,val
DTXSID6048593,test,train
DTXSID1048594,train,val
DTXSID6048595,train,train
DTXSID1048596,test,train
DTXSID6048597,test,train
DTXSID1048598,train,train
DTXSID6048599,train,val
DTXSID8048600,train,train
DTXSID3048601,train,train
DTXSID3048603,train,test
DTXSID3048605,test,train
DTXSID8048606,train,val
DTXSID3048607,val,train
DTXSID3048609,train,train
DTXSID2048610,val,train
DTXSID7048611,val,train
DTXSID2048612,val,train
DTXSID7048613,test,train
DTXSID2048614,test,train
DTXSID7048615,val,train
DTXSID2048616,train,train
DTXSID7048617,test,train
DTXSID2048618,train,train
DTXSID7048619,val,train
DTXSID6048620,train,train
DTXSID1048621,train,train
DTXSID6048622,val,train
DTXSID1048623,train,test
DTXSID6048626,train,train
DTXSID1048627,val,train
DTXSID6048628,train,test
DTXSID1048629,test,train
DTXSID5048631,val,train
DTXSID0048632,test,test
DTXSID5048633,test,train
DTXSID0048634,train,val
DTXSID5048635,test,val
DTXSID0048636,train,train
DTXSID5048637,val,train
DTXSID0048638,train,test
DTXSID5048639,train,train
DTXSID4048640,val,train
DTXSID9048641,val,test
DTXSID9048643,val,train
DTXSID4048644,test,train
DTXSID9048645,val,train
DTXSID9048647,train,train
DTXSID4048648,train,val
DTXSID9048649,train,train
DTXSID8048650,val,train
DTXSID8048652,train,train
DTXSID3048653,train,train
DTXSID8048654,test,test
DTXSID3048655,test,train
DTXSID8048656,test,train
DTXSID3048657,test,train
DTXSID8048658,train,test
DTXSID3048659,val,train
DTXSID2048660,test,train
DTXSID7048661,test,train
DTXSID2048662,test,train
DTXSID7048663,val,test
DTXSID2048664,train,train
DTXSID7048665,train,train
DTXSID2048666,test,test
DTXSID7048667,train,train
DTXSID2048668,test,train
DTXSID7048669,test,val
DTXSID6048670,train,train
DTXSID1048671,train,train
DTXSID6048672,train,test
DTXSID6048674,train,train
DTXSID6048676,val,train
DTXSID1048677,train,train
DTXSID6048678,train,train
DTXSID1048679,val,test
DTXSID0048680,train,train
DTXSID5048681,train,train
DTXSID0048682,val,train
DTXSID0048684,train,train
DTXSID5048685,test,val
DTXSID0048686,train,train
DTXSID5048687,test,train
DTXSID0048688,train,val
DTXSID5048689,test,test
DTXSID4048690,test,train
DTXSID9048691,test,train
DTXSID4048692,val,test
DTXSID9048693,train,train
DTXSID4048694,val,train
DTXSID9048695,val,train
DTXSID4048696,train,train
DTXSID9048697,train,train
DTXSID9048699,train,train
DTXSID1048700,train,train
DTXSID6048701,train,train
DTXSID6048705,val,train
DTXSID1048706,train,train
DTXSID6048707,train,train
DTXSID1048708,val,test
DTXSID5048710,train,train
DTXSID5048712,val,train
DTXSID0048713,train,train
DTXSID5048714,train,train
DTXSID0048715,test,train
DTXSID5048716,val,train
DTXSID0048717,train,train
DTXSID5048718,val,train
DTXSID0048719,val,test
DTXSID9048720,train,train
DTXSID4048721,val,train
DTXSID9048722,test,train
DTXSID4048723,train,train
DTXSID4048725,val,train
DTXSID4048727,test,val
DTXSID9048728,val,train
DTXSID3048730,train,train
DTXSID3048732,train,train
DTXSID8048733,test,test
DTXSID3048734,train,train
DTXSID8048735,val,val
DTXSID3048736,train,train
DTXSID8048737,train,test
DTXSID7048740,train,train
DTXSID2048741,train,train
DTXSID7048742,val,test
DTXSID2048743,val,val
DTXSID7048744,train,test
DTXSID2048745,val,train
DTXSID7048746,val,val
DTXSID7048748,train,val
DTXSID2048749,train,train
DTXSID1048750,train,train
DTXSID6048751,val,train
DTXSID1048752,val,train
DTXSID6048753,val,train
DTXSID1048754,train,train
DTXSID1048756,val,train
DTXSID6048757,test,train
DTXSID1048758,val,train
DTXSID6048759,val,train
DTXSID5048760,val,train
DTXSID0048761,train,test
DTXSID5048762,test,train
DTXSID0048763,test,val
DTXSID5048764,test,train
DTXSID0048765,train,train
DTXSID5048768,test,train
DTXSID9048772,train,train
DTXSID4048773,val,test
DTXSID9048774,val,train
DTXSID4048775,test,test
DTXSID4048777,train,train
DTXSID9048778,train,train
DTXSID4048779,test,train
DTXSID3048780,val,train
DTXSID8048781,val,train
DTXSID3048782,test,val
DTXSID8048783,val,train
DTXSID3048784,val,val
DTXSID8048785,val,train
DTXSID8048787,val,train
DTXSID3048788,train,train
DTXSID8048789,train,train
DTXSID7048790,test,val
DTXSID2048791,val,val
DTXSID7048792,test,train
DTXSID2048793,train,test
DTXSID7048794,train,train
DTXSID2048795,test,train
DTXSID7048796,val,test
DTXSID2048797,val,train
DTXSID7048798,val,train
DTXSID2048799,test,train
DTXSID4048800,test,train
DTXSID9048801,val,test
DTXSID4048802,test,test
DTXSID9048803,test,train
DTXSID4048804,test,train
DTXSID9048805,train,train
DTXSID4048806,val,val
DTXSID9048807,val,train
DTXSID4048808,train,train
DTXSID9048809,train,val
DTXSID8048810,train,train
DTXSID3048811,test,train
DTXSID8048812,train,train
DTXSID3048813,test,test
DTXSID8048814,train,test
DTXSID3048815,train,train
DTXSID8048816,test,val
DTXSID3048817,train,train
DTXSID8048818,val,train
DTXSID3048819,train,train
DTXSID2048820,test,train
DTXSID7048821,val,train
DTXSID2048822,test,val
DTXSID7048823,val,train
DTXSID2048824,val,train
DTXSID7048825,train,test
DTXSID2048826,val,val
DTXSID7048827,val,train
DTXSID2048828,val,train
DTXSID7048829,val,train
DTXSID6048830,train,train
DTXSID1048831,val,test
DTXSID6048832,test,train
DTXSID1048833,val,train
DTXSID6048834,test,train
DTXSID1048835,test,val
DTXSID6048836,test,train
DTXSID1048837,train,train
DTXSID6048838,val,train
DTXSID1048839,val,train
DTXSID0048840,train,train
DTXSID5048841,train,train
DTXSID0048842,val,train
DTXSID5048843,train,train
DTXSID0048844,test,train
DTXSID5048845,val,train
DTXSID0048846,val,train
DTXSID5048847,test,train
DTXSID0048848,test,train
DTXSID5048849,val,train
DTXSID4048850,val,test
DTXSID9048851,train,train
DTXSID4048852,val,train
DTXSID9048853,train,val
DTXSID4048854,test,test
DTXSID9048855,test,test
DTXSID4048856,val,test
DTXSID4048858,test,test
DTXSID9048859,train,train
DTXSID8048860,val,train
DTXSID3048861,train,test
DTXSID8048862,train,train
DTXSID3048863,train,train
DTXSID8048864,train,train
DTXSID8048866,train,val
DTXSID8048868,train,val
DTXSID3048869,val,val
DTXSID2048870,val,train
DTXSID7048873,train,train
DTXSID7048875,train,train
DTXSID2048878,train,train
DTXSID7048879,train,train
DTXSID6048880,train,test
DTXSID1048881,train,train
DTXSID6048884,train,train
DTXSID6048886,train,train
DTXSID6048888,train,train
DTXSID0048890,train,val
DTXSID5048891,train,train
DTXSID0048892,train,train
DTXSID5048893,train,test
DTXSID0048894,train,train
DTXSID5048895,train,val
DTXSID0048896,train,train
DTXSID5048897,train,train
DTXSID0048898,train,train
DTXSID5048899,train,train
DTXSID7048900,train,train
DTXSID2048901,train,test
DTXSID7048902,val,val
DTXSID2048905,test,train
DTXSID2048907,val,val
DTXSID7048908,val,test
DTXSID1048910,val,train
DTXSID1048912,train,train
DTXSID1048914,train,train
DTXSID6048915,train,train
DTXSID1048916,train,train
DTXSID1048918,test,train
DTXSID6048919,val,train
DTXSID5048920,train,train
DTXSID0048921,val,train
DTXSID5048922,val,train
DTXSID0048923,val,train
DTXSID0048925,val,test
DTXSID0048927,test,train
DTXSID5048928,train,val
DTXSID0048929,train,train
DTXSID9048930,train,train
DTXSID4048931,train,val
DTXSID9048932,train,train
DTXSID4048933,test,train
DTXSID9048934,train,train
DTXSID4048935,train,train
DTXSID9048936,train,train
DTXSID4048937,val,train
DTXSID9048938,train,test
DTXSID4048939,val,train
DTXSID3048940,train,train
DTXSID8048941,test,val
DTXSID3048942,train,train
DTXSID8048943,test,train
DTXSID3048944,val,train
DTXSID8048945,val,val
DTXSID3048946,train,train
DTXSID8048947,test,train
DTXSID3048948,val,test
DTXSID8048949,val,train
DTXSID7048950,val,train
DTXSID7048952,train,train
DTXSID2048955,train,train
DTXSID7048956,test,train
DTXSID2048957,test,test
DTXSID7048958,test,train
DTXSID2048959,train,val
DTXSID6048961,test,train
DTXSID1048962,train,val
DTXSID6048963,val,train
DTXSID1048964,train,train
DTXSID6048965,test,test
DTXSID1048966,val,train
DTXSID6048967,val,train
DTXSID1048968,train,train
DTXSID6048969,train,train
DTXSID5048970,train,train
DTXSID0048971,val,train
DTXSID5048972,train,train
DTXSID0048973,train,train
DTXSID5048974,test,test
DTXSID0048975,train,test
DTXSID5048976,test,train
DTXSID0048977,test,train
DTXSID5048978,train,train
DTXSID9048980,train,val
DTXSID4048981,train,train
DTXSID9048982,val,train
DTXSID4048983,val,train
DTXSID9048984,test,val
DTXSID4048985,train,train
DTXSID9048986,train,val
DTXSID4048987,train,train
DTXSID9048988,test,train
DTXSID8048991,val,train
DTXSID3048992,val,test
DTXSID8048993,val,train
DTXSID3048996,val,train
DTXSID8048997,train,test
DTXSID3048998,train,val
DTXSID8048999,val,train
DTXSID2049000,train,train
DTXSID2049002,train,test
DTXSID7049003,train,test
DTXSID2049004,val,train
DTXSID7049005,train,train
DTXSID2049006,train,val
DTXSID7049007,val,train
DTXSID2049008,train,train
DTXSID7049009,test,train
DTXSID6049010,test,train
DTXSID1049011,val,train
DTXSID1049013,val,train
DTXSID1049015,train,train
DTXSID6049016,train,train
DTXSID1049017,train,val
DTXSID6049018,train,val
DTXSID5049021,test,train
DTXSID0049022,train,train
DTXSID0049024,train,train
DTXSID0049026,train,train
DTXSID5049027,train,train
DTXSID0049028,train,train
DTXSID5049029,test,test
DTXSID9049031,train,train
DTXSID4049032,train,train
DTXSID9049033,val,train
DTXSID4049034,test,train
DTXSID9049035,train,train
DTXSID4049038,val,train
DTXSID9049039,val,train
DTXSID8049040,val,test
DTXSID3049041,train,train
DTXSID8049042,train,val
DTXSID3049043,test,test
DTXSID8049044,train,train
DTXSID3049045,train,val
DTXSID8049046,train,train
DTXSID3049047,test,train
DTXSID8049048,val,train
DTXSID3049049,test,train
DTXSID2049050,val,train
DTXSID7049051,test,train
DTXSID2049052,train,train
DTXSID7049053,test,train
DTXSID2049054,train,train
DTXSID7049055,test,test
DTXSID2049056,test,train
DTXSID7049057,test,train
DTXSID2049058,train,train
DTXSID7049059,val,train
DTXSID6049060,test,train
DTXSID1049061,train,train
DTXSID6049062,train,train
DTXSID6049064,val,train
DTXSID1049065,val,val
DTXSID6049066,test,train
DTXSID1049067,test,train
DTXSID6049068,train,val
DTXSID1049069,val,train
DTXSID0049070,train,train
DTXSID5049071,train,train
DTXSID0049074,test,train
DTXSID5049075,val,train
DTXSID0049076,val,train
DTXSID5049077,test,val
DTXSID0049078,train,test
DTXSID5049079,test,train
DTXSID4049080,train,train
DTXSID4049082,test,test
DTXSID8049202,train,train
DTXSID3049203,train,val
DTXSID8049204,train,train
DTXSID3049205,train,train
DTXSID3049207,train,train
DTXSID8049208,train,test
DTXSID3049209,train,val
DTXSID2049210,train,train
DTXSID7049211,train,train
DTXSID2049212,train,train
DTXSID7049213,train,train
DTXSID7049215,train,train
DTXSID6049220,test,test
DTXSID1049221,train,train
DTXSID6049222,train,val
DTXSID1049223,train,train
DTXSID6049224,train,train
DTXSID1049225,test,train
DTXSID6049226,train,train
DTXSID1049229,train,train
DTXSID0049230,train,test
DTXSID5049233,train,train
DTXSID0049236,train,train
DTXSID4049240,train,train
DTXSID4049242,train,val
DTXSID9049243,train,test
DTXSID4049244,train,train
DTXSID9049245,val,val
DTXSID9049247,train,train
DTXSID8049250,train,train
DTXSID3049255,train,train
DTXSID8049256,train,train
DTXSID2049260,val,train
DTXSID7049261,train,train
DTXSID2049262,train,train
DTXSID7049265,train,train
DTXSID2049268,train,train
DTXSID7049269,train,train
DTXSID6049270,train,train
DTXSID1049271,val,val
DTXSID6049272,train,train
DTXSID1049273,train,train
DTXSID1049277,train,test
DTXSID6049278,train,train
DTXSID0049280,train,test
DTXSID0049284,train,val
DTXSID5049287,train,train
DTXSID0049288,train,train
DTXSID5049289,train,train
DTXSID9049293,train,train
DTXSID4049294,train,test
DTXSID9049295,train,train
DTXSID6049301,train,test
DTXSID1049302,train,val
DTXSID6049303,train,test
DTXSID1049304,train,train
DTXSID1049306,train,val
DTXSID6049307,val,train
DTXSID1049308,train,test
DTXSID6049309,train,train
DTXSID0049311,train,train
DTXSID5049312,train,train
DTXSID0049313,test,train
DTXSID0049315,train,val
DTXSID5049316,test,train
DTXSID0049317,train,test
DTXSID5049318,train,train
DTXSID0049319,train,val
DTXSID4049321,train,train
DTXSID9049322,train,train
DTXSID4049323,train,train
DTXSID9049324,train,train
DTXSID9049326,train,test
DTXSID4049327,train,train
DTXSID3049330,train,val
DTXSID8049331,val,train
DTXSID3049332,train,train
DTXSID3049334,train,val
DTXSID3049336,train,val
DTXSID8049337,train,train
DTXSID8049339,train,train
DTXSID7049340,val,test
DTXSID2049341,train,test
DTXSID7049344,train,train
DTXSID7049346,train,test
DTXSID7049348,train,val
DTXSID2049349,train,train
DTXSID1049350,train,train
DTXSID1049352,train,train
DTXSID1049354,train,train
DTXSID6049355,train,val
DTXSID6049357,train,train
DTXSID1049358,train,train
DTXSID5049362,train,train
DTXSID0049365,train,train
DTXSID4049371,train,train
DTXSID4049373,train,train
DTXSID9049374,val,train
DTXSID9049376,val,train
DTXSID4049377,val,train
DTXSID4049379,train,train
DTXSID3049380,train,train
DTXSID8049381,train,test
DTXSID3049382,train,val
DTXSID8049383,train,train
DTXSID2049391,train,val
DTXSID7049392,train,train
DTXSID2049393,train,test
DTXSID7049394,test,train
DTXSID2049395,train,train
DTXSID7049396,train,train
DTXSID2049397,train,train
DTXSID7049398,train,val
DTXSID2049399,test,test
DTXSID4049400,val,train
DTXSID9049403,val,train
DTXSID4049404,train,train
DTXSID9049405,val,val
DTXSID4049406,train,val
DTXSID9049407,train,val
DTXSID9049409,test,test
DTXSID8049410,train,val
DTXSID3049411,val,test
DTXSID8049412,test,train
DTXSID3049413,test,train
DTXSID8049414,train,train
DTXSID8049416,test,train
DTXSID3049417,val,train
DTXSID8049418,train,train
DTXSID2049420,train,val
DTXSID7049423,train,test
DTXSID2049424,test,train
DTXSID7049425,train,train
DTXSID2049426,train,test
DTXSID7049427,train,train
